Change,Edition,Before reference,Before text,After reference,After text,Reason,Source
source-correction,Bible in Basic English (BBE),John 16:33,I have said these things to you so that you may have peace in me. In the world you have trouble: but take heart! I have overcome the world.,John 16:33,I have said all these things to you so that in me you may have peace. In the world you have trouble: but take heart! I have overcome the world.,"Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/engBBE_usfx.zip
source-correction,Louis Segond (1910),John 16:33,"Je vous ai dit ces choses, afin que vous ayez la paix en moi. Vous aurez des tribulations dans le monde; mais prenez courage, j’ai vaincu le monde.",John 16:33,"Je vous ai dit ces choses,afin que vous ayez la paix en moi. Vous aurez des tribulations dans le monde; mais prenez courage, j’ai vaincu le monde.","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/fraLSG_usfx.zip
source-correction,Bible in Basic English (BBE),John 10:10,"I have come so that they may have life, and may have it in greater measure.",John 10:10,The thief comes only to take the sheep and to put them to death: he comes for their destruction: I have come so that they may have life and have it in greater measure.,"Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/engBBE_usfx.zip
source-correction,Bible in Basic English (BBE),Romans 8:31,"If God is for us, who is against us?",Romans 8:31,"What may we say about these things? If God is for us, who is against us?","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/engBBE_usfx.zip
replacement,Berean Standard Bible (BSB),1 Thessalonians 5:17,Pray without ceasing.,1 Thessalonians 5:16-18,"Rejoice at all times. Pray without ceasing. Give thanks in every circumstance, for this is God’s will for you in Christ Jesus.","Expand the extremely short standalone command into its complete surrounding sequence about joy, prayer and gratitude.",https://ebible.org/Scriptures/engbsb_usfx.zip
replacement,Bible in Basic English (BBE),1 Thessalonians 5:17,Keep on with your prayers.,1 Thessalonians 5:16-18,Have joy at all times. Keep on with your prayers. In everything give praise: for this is the purpose of God in Christ Jesus for you.,"Expand the extremely short standalone command into its complete surrounding sequence about joy, prayer and gratitude.",https://ebible.org/Scriptures/engBBE_usfx.zip
replacement,King James Version (KJV),1 Thessalonians 5:17,Pray without ceasing.,1 Thessalonians 5:16-18,Rejoice evermore. Pray without ceasing. In every thing give thanks: for this is the will of God in Christ Jesus concerning you.,"Expand the extremely short standalone command into its complete surrounding sequence about joy, prayer and gratitude.",https://ebible.org/Scriptures/eng-kjv2006_usfx.zip
replacement,World English Bible (WEB),1 Thessalonians 5:17,Pray without ceasing.,1 Thessalonians 5:16-18,"Always rejoice. Pray without ceasing. In everything give thanks, for this is the will of God in Christ Jesus toward you.","Expand the extremely short standalone command into its complete surrounding sequence about joy, prayer and gratitude.",https://ebible.org/Scriptures/engwebu_usfx.zip
replacement,Lutherbibel (1912),1 Thessalonians 5:17,"betet ohne Unterlaß,",1 Thessalonians 5:16-18,"Seid allezeit fröhlich, betet ohne Unterlaß, seid dankbar in allen Dingen; denn das ist der Wille Gottes in Christo Jesu an euch.","Expand the extremely short standalone command into its complete surrounding sequence about joy, prayer and gratitude.",https://ebible.org/Scriptures/deu1912_usfx.zip
replacement,Louis Segond (1910),1 Thessalonians 5:17,Priez sans cesse.,1 Thessalonians 5:16-18,"Soyez toujours joyeux. Priez sans cesse. Rendez grâces en toutes choses, car c’est à votre égard la volonté de Dieu en Jésus-Christ.","Expand the extremely short standalone command into its complete surrounding sequence about joy, prayer and gratitude.",https://ebible.org/Scriptures/fraLSG_usfx.zip
replacement,Riveduta (1927),1 Thessalonians 5:17,non cessate mai di pregare;,1 Thessalonians 5:16-18,"Siate sempre allegri; non cessate mai di pregare; in ogni cosa rendete grazie, poiché tale è la volontà di Dio in Cristo Gesù verso di voi.","Expand the extremely short standalone command into its complete surrounding sequence about joy, prayer and gratitude.",https://ebible.org/Scriptures/ita1927_usfx.zip
replacement,Reina-Valera (1909),1 Thessalonians 5:17,Orad sin cesar.,1 Thessalonians 5:16-18,Estad siempre gozosos. Orad sin cesar. Dad gracias en todo; porque esta es la voluntad de Dios para con vosotros en Cristo Jesús.,"Expand the extremely short standalone command into its complete surrounding sequence about joy, prayer and gratitude.",https://ebible.org/Scriptures/spaRV1909_usfx.zip
replacement,Sathyavedapusthakam (1910),1 Thessalonians 5:17,ഇടവിടാതെ പ്രാൎത്ഥിപ്പിൻ,1 Thessalonians 5:16-18,എപ്പോഴും സന്തോഷിപ്പിൻ; ഇടവിടാതെ പ്രാൎത്ഥിപ്പിൻ എല്ലാറ്റിന്നും സ്തോത്രം ചെയ്‌വിൻ; ഇതല്ലോ നിങ്ങളെക്കുറിച്ചു ക്രിസ്തുയേശുവിൽ ദൈവേഷ്ടം.,"Expand the extremely short standalone command into its complete surrounding sequence about joy, prayer and gratitude.",https://api.getbible.net/v2/mal1910.json
replacement,Ang Dating Biblia (1905),1 Thessalonians 5:17,Magsipanalangin kayong walang patid;,1 Thessalonians 5:16-18,Mangagalak kayong lagi; Magsipanalangin kayong walang patid; Sa lahat ng mga bagay ay magpasalamat kayo; sapagka't ito ang kalooban ng Dios kay Cristo tungkol sa inyo.,"Expand the extremely short standalone command into its complete surrounding sequence about joy, prayer and gratitude.",https://api.getbible.net/v2/tagalog.json
source-correction,Lutherbibel (1912),Psalm 4:8,"Ich liege und schlafe ganz mit Frieden; denn allein du, HERR, hilfst mir, daß ich sicher wohne.",Psalm 4:9,"Ich liege und schlafe ganz mit Frieden; denn allein du, HERR, hilfst mir, daß ich sicher wohne.","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/deu1912_usfx.zip
source-correction,Louis Segond (1910),Psalm 4:8,Tu mets dans mon cœur plus de joie qu’ils n’en ont Quand abondent leur froment et leur moût.,Psalm 4:9,"Je me couche et je m’endors en paix, Car toi seul, ô Éternel! tu me donnes la sécurité dans ma demeure.","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/fraLSG_usfx.zip
source-correction,Lutherbibel (1912),Psalm 18:2,"HERR, mein Fels, meine Burg, mein Erretter, mein Gott, mein Hort, auf den ich traue, mein Schild und Horn meines Heils und mein Schutz!",Psalm 18:3,"HERR, mein Fels, meine Burg, mein Erretter, mein Gott, mein Hort, auf den ich traue, mein Schild und Horn meines Heils und mein Schutz!","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/deu1912_usfx.zip
source-correction,Louis Segond (1910),Psalm 18:2,"Je t’aime, ô Éternel, ma force!",Psalm 18:3,"Éternel, mon rocher, ma forteresse, mon libérateur! Mon Dieu, mon rocher, où je trouve un abri! Mon bouclier, la force qui me sauve, ma haute retraite!","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/fraLSG_usfx.zip
source-correction,Lutherbibel (1912),Psalm 19:14,"Laß dir wohl gefallen die Rede meines Mundes und das Gespräch meines Herzens vor dir, HERR, mein Hort und mein Erlöser.",Psalm 19:15,"Laß dir wohl gefallen die Rede meines Mundes und das Gespräch meines Herzens vor dir, HERR, mein Hort und mein Erlöser.","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/deu1912_usfx.zip
source-correction,Louis Segond (1910),Psalm 19:14,"Préserve aussi ton serviteur des orgueilleux; Qu’ils ne dominent point sur moi! Alors je serai intègre, innocent de grands péchés.",Psalm 19:15,"Reçois favorablement les paroles de ma bouche Et les sentiments de mon cœur, O Éternel, mon rocher et mon libérateur!","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/fraLSG_usfx.zip
source-correction,Lutherbibel (1912),Psalm 31:24,"Seid getrost und unverzagt, alle, die ihr des HERRN harret!",Psalm 31:25,"Seid getrost und unverzagt, alle, die ihr des HERRN harret!","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/deu1912_usfx.zip
source-correction,Louis Segond (1910),Psalm 31:24,"Aimez l’Éternel, vous qui avez de la piété! L’Éternel garde les fidèles, Et il punit sévèrement les orgueilleux.",Psalm 31:25,"Fortifiez-vous et que votre cœur s’affermisse, Vous tous qui espérez en l’Éternel!","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/fraLSG_usfx.zip
